"zipcode","neighborhood","dayofweek","hour","temperature","rain","regression","xgb"
"11003","Southeast Queens",4,8,20,0,2,1
"10027","Central Harlem",4,8,20,0,186,187
"11422","Southeast Queens",4,8,20,0,1,0
"11004","Southeast Queens",4,8,20,0,2,0
"10153","Upper East Side",4,8,20,0,10,7
"10028","Upper East Side",4,8,20,0,655,684
"11005","Southeast Queens",4,8,20,0,3,0
"11236","Canarsie and Flatlands",4,8,20,0,2,0
"11360","North Queens",4,8,20,0,2,0
"10014","Greenwich Village and Soho",4,8,20,0,482,491
"11371","La Guardia Airport",4,8,20,0,37,29
"11101","Northwest Queens",4,8,20,0,89,83
"10154","Upper East Side",4,8,20,0,6,7
"10307","South Shore",4,8,20,0,6,6
"11367","Central Queens",4,8,20,0,2,0
"10003","Lower East Side",4,8,20,0,791,853
"11375","West Central Queens",4,8,20,0,36,38
"11102","Northwest Queens",4,8,20,0,52,50
"10155","Upper East Side",4,8,20,0,32,28
"11103","Northwest Queens",4,8,20,0,49,52
"10457","Central Bronx",4,8,20,0,13,8
"10029","East Harlem",4,8,20,0,281,305
"11104","Northwest Queens",4,8,20,0,49,49
"11105","Northwest Queens",4,8,20,0,22,21
"10168","Chelsea and Clinton",4,8,20,0,17,13
"11106","Northwest Queens",4,8,20,0,58,60
"11435","Jamaica",4,8,20,0,9,9
"11411","Southeast Queens",4,8,20,0,2,1
"11120","Northwest Queens",4,8,20,0,1,0
"10203","Lower Manhattan",4,8,20,0,7,9
"10007","Lower Manhattan",4,8,20,0,199,199
"10030","Central Harlem",4,8,20,0,36,29
"10001","Chelsea and Clinton",4,8,20,0,885,810
"10270","Lower Manhattan",4,8,20,0,25,23
"10459","Hunts Point and Mott Haven",4,8,20,0,5,4
"11203","Flatbush",4,8,20,0,3,1
"11419","Southwest Queens",4,8,20,0,2,0
"11204","Borough Park",4,8,20,0,1,0
"10016","Gramercy Park and Murray Hill",4,8,20,0,1265,1306
"11427","Southeast Queens",4,8,20,0,1,0
"10275","Lower Manhattan",4,8,20,0,2,2
"11205","Northwest Brooklyn",4,8,20,0,39,36
"11206","Bushwick and Williamsburg",4,8,20,0,17,16
"10031","Inwood and Washington Heights",4,8,20,0,71,64
"10278","Lower Manhattan",4,8,20,0,4,4
"11207","East New York and New Lots",4,8,20,0,7,7
"11208","East New York and New Lots",4,8,20,0,2,1
"11209","Southwest Brooklyn",4,8,20,0,4,2
"11357","North Queens",4,8,20,0,1,0
"10280","Lower Manhattan",4,8,20,0,62,65
"11361","Northeast Queens",4,8,20,0,1,0
"11363","Northeast Queens",4,8,20,0,2,0
"10002","Lower East Side",4,8,20,0,248,265
"10281","Lower Manhattan",4,8,20,0,42,29
"11211","Greenpoint",4,8,20,0,72,72
"10032","Inwood and Washington Heights",4,8,20,0,59,60
"10048","Lower Manhattan",4,8,20,0,6,6
"10017","Gramercy Park and Murray Hill",4,8,20,0,645,593
"11212","Central Brooklyn",4,8,20,0,2,1
"11233","Central Brooklyn",4,8,20,0,7,6
"10009","Lower East Side",4,8,20,0,341,379
"10004","Lower Manhattan",4,8,20,0,76,79
"11213","Central Brooklyn",4,8,20,0,7,7
"10282","Lower Manhattan",4,8,20,0,116,129
"11214","Southwest Brooklyn",4,8,20,0,2,0
"10033","Inwood and Washington Heights",4,8,20,0,30,27
"10301","Stapleton and St. George",4,8,20,0,2,0
"11220","Sunset Park",4,8,20,0,2,1
"11215","Northwest Brooklyn",4,8,20,0,50,53
"11421","Southwest Queens",4,8,20,0,2,0
"11216","Central Brooklyn",4,8,20,0,23,21
"10302","Port Richmond",4,8,20,0,3,1
"11426","Southeast Queens",4,8,20,0,2,0
"11217","Northwest Brooklyn",4,8,20,0,66,67
"11218","Borough Park",4,8,20,0,9,7
"11451","Jamaica",4,8,20,0,3,1
"10018","Chelsea and Clinton",4,8,20,0,543,485
"10303","Port Richmond",4,8,20,0,2,0
"11219","Borough Park",4,8,20,0,2,0
"10304","Stapleton and St. George",4,8,20,0,3,1
"10034","Inwood and Washington Heights",4,8,20,0,28,24
"11221","Bushwick and Williamsburg",4,8,20,0,17,15
"10011","Chelsea and Clinton",4,8,20,0,822,829
"11420","Southwest Queens",4,8,20,0,1,1
"11222","Greenpoint",4,8,20,0,48,51
"11223","Southern Brooklyn",4,8,20,0,3,1
"11224","Southern Brooklyn",4,8,20,0,2,2
"10019","Chelsea and Clinton",4,8,20,0,1227,1172
"10035","East Harlem",4,8,20,0,238,222
"10306","South Shore",4,8,20,0,4,0
"11225","Flatbush",4,8,20,0,9,7
"11417","Southwest Queens",4,8,20,0,2,0
"11362","Northeast Queens",4,8,20,0,3,1
"11226","Flatbush",4,8,20,0,11,7
"11228","Southwest Brooklyn",4,8,20,0,2,0
"11372","West Queens",4,8,20,0,17,17
"11432","Jamaica",4,8,20,0,3,2
"11358","North Queens",4,8,20,0,2,0
"10036","Chelsea and Clinton",4,8,20,0,665,649
"10036","Chelsea and Clinton",4,8,20,0,665,649
"11231","Northwest Brooklyn",4,8,20,0,74,84
"11439","Jamaica",4,8,20,0,5,2
"10453","Central Bronx",4,8,20,0,8,6
"10309","South Shore",4,8,20,0,5,3
"11232","Sunset Park",4,8,20,0,5,4
"10310","Port Richmond",4,8,20,0,4,2
"11234","Canarsie and Flatlands",4,8,20,0,2,0
"11235","Southern Brooklyn",4,8,20,0,9,8
"11359","North Queens",4,8,20,0,6,4
"11433","Jamaica",4,8,20,0,2,0
"10037","Central Harlem",4,8,20,0,263,222
"10010","Gramercy Park and Murray Hill",4,8,20,0,637,693
"11423","Jamaica",4,8,20,0,1,0
"11237","Bushwick and Williamsburg",4,8,20,0,14,12
"11229","Southern Brooklyn",4,8,20,0,2,0
"10044","Upper East Side",4,8,20,0,2,1
"11238","Central Brooklyn",4,8,20,0,38,40
"11239","Canarsie and Flatlands",4,8,20,0,2,2
"11378","West Queens",4,8,20,0,4,3
"10308","South Shore",4,8,20,0,5,2
"11249","Northwest Brooklyn",4,8,20,0,25,20
"10451","High Bridge and Morrisania",4,8,20,0,24,21
"11251","Northwest Brooklyn",4,8,20,0,2,1
"11252","Flatbush",4,8,20,0,3,1
"11436","Jamaica",4,8,20,0,3,2
"11354","North Queens",4,8,20,0,7,6
"10039","Central Harlem",4,8,20,0,14,9
"11355","North Queens",4,8,20,0,2,2
"11377","West Queens",4,8,20,0,69,73
"11418","Southwest Queens",4,8,20,0,2,0
"10454","Hunts Point and Mott Haven",4,8,20,0,9,6
"11210","Flatbush",4,8,20,0,4,1
"11434","Jamaica",4,8,20,0,2,1
"10022","Gramercy Park and Murray Hill",4,8,20,0,914,805
"10455","Hunts Point and Mott Haven",4,8,20,0,11,8
"11413","Southeast Queens",4,8,20,0,2,0
"11429","Southeast Queens",4,8,20,0,2,0
"11369","West Queens",4,8,20,0,253,222
"11201","Northwest Brooklyn",4,8,20,0,218,219
"11364","Northeast Queens",4,8,20,0,2,0
"11365","Central Queens",4,8,20,0,1,1
"11428","Southeast Queens",4,8,20,0,2,0
"10456","High Bridge and Morrisania",4,8,20,0,15,10
"10023","Upper West Side",4,8,20,0,758,761
"11366","Central Queens",4,8,20,0,1,0
"11412","Jamaica",4,8,20,0,1,1
"10020","Chelsea and Clinton",4,8,20,0,7,4
"10305","Stapleton and St. George",4,8,20,0,2,1
"10460","Central Bronx",4,8,20,0,7,6
"11368","West Queens",4,8,20,0,14,12
"10458","Bronx Park and Fordham",4,8,20,0,14,11
"10040","Inwood and Washington Heights",4,8,20,0,18,16
"10461","Southeast Bronx",4,8,20,0,9,6
"11430","JFK Airport",4,8,20,0,509.054737321,446.680441444
"11230","Borough Park",4,8,20,0,6,2
"10462","Southeast Bronx",4,8,20,0,11,8
"10065","Upper East Side",4,8,20,0,827,832
"10012","Greenwich Village and Soho",4,8,20,0,413,414
"10463","Kingsbridge and Riverdale",4,8,20,0,14,8
"10024","Upper West Side",4,8,20,0,515,536
"11385","West Central Queens",4,8,20,0,3,2
"10069","Upper West Side",4,8,20,0,34,33
"10464","Southeast Bronx",4,8,20,0,2,0
"11379","West Central Queens",4,8,20,0,2,1
"10465","Southeast Bronx",4,8,20,0,2,0
"10075","Upper East Side",4,8,20,0,348,372
"10466","Northeast Bronx",4,8,20,0,2,0
"11416","Southwest Queens",4,8,20,0,1,0
"10025","Upper West Side",4,8,20,0,602,612
"10467","Bronx Park and Fordham",4,8,20,0,6,5
"10452","High Bridge and Morrisania",4,8,20,0,10,8
"10468","Bronx Park and Fordham",4,8,20,0,13,8
"10021","Upper East Side",4,8,20,0,1134,1076
"10107","Chelsea and Clinton",4,8,20,0,2,1
"10005","Lower Manhattan",4,8,20,0,167,176
"10469","Northeast Bronx",4,8,20,0,2,0
"11414","Southwest Queens",4,8,20,0,2,0
"10006","Lower Manhattan",4,8,20,0,52,48
"10112","Chelsea and Clinton",4,8,20,0,21,16
"10470","Northeast Bronx",4,8,20,0,1,0
"10013","Greenwich Village and Soho",4,8,20,0,430,408
"10026","Central Harlem",4,8,20,0,133,136
"10471","Kingsbridge and Riverdale",4,8,20,0,2,0
"11370","West Queens",4,8,20,0,13,11
"10115","Upper West Side",4,8,20,0,2,2
"10472","Southeast Bronx",4,8,20,0,7,5
"11374","West Central Queens",4,8,20,0,7,5
"11356","North Queens",4,8,20,0,2,0
"10473","Southeast Bronx",4,8,20,0,3,1
"10124","Chelsea and Clinton",4,8,20,0,6,4
"10314","Mid-Island",4,8,20,0,2,0
"10474","Hunts Point and Mott Haven",4,8,20,0,2,1
"10312","South Shore",4,8,20,0,5,7
"10038","Lower Manhattan",4,8,20,0,170,178
"10475","Northeast Bronx",4,8,20,0,2,0
"11373","West Queens",4,8,20,0,42,37
"10457","Central Bronx",4,9,21,0,11,11
"11001","Southeast Queens",4,9,21,0,2,3
"10027","Central Harlem",4,9,21,0,171,168
"11003","Southeast Queens",4,9,21,0,2,2
"10153","Upper East Side",4,9,21,0,12,12
"11004","Southeast Queens",4,9,21,0,2,2
"11005","Southeast Queens",4,9,21,0,3,3
"10154","Upper East Side",4,9,21,0,10,10
"10028","Upper East Side",4,9,21,0,633,640
"11101","Northwest Queens",4,9,21,0,87,85
"10040","Inwood and Washington Heights",4,9,21,0,15,15
"11102","Northwest Queens",4,9,21,0,41,44
"11239","Canarsie and Flatlands",4,9,21,0,2,4
"10155","Upper East Side",4,9,21,0,29,30
"11103","Northwest Queens",4,9,21,0,42,45
"10014","Greenwich Village and Soho",4,9,21,0,511,549
"10168","Chelsea and Clinton",4,9,21,0,18,15
"11104","Northwest Queens",4,9,21,0,36,40
"10029","East Harlem",4,9,21,0,242,242
"11379","West Central Queens",4,9,21,0,2,3
"11105","Northwest Queens",4,9,21,0,22,22
"11419","Southwest Queens",4,9,21,0,2,2
"10203","Lower Manhattan",4,9,21,0,6,11
"11106","Northwest Queens",4,9,21,0,55,51
"10007","Lower Manhattan",4,9,21,0,189,181
"11120","Northwest Queens",4,9,21,0,1,2
"11201","Northwest Brooklyn",4,9,21,0,211,206
"10270","Lower Manhattan",4,9,21,0,18,18
"10030","Central Harlem",4,9,21,0,31,27
"11203","Flatbush",4,9,21,0,3,3
"11219","Borough Park",4,9,21,0,2,2
"10016","Gramercy Park and Murray Hill",4,9,21,0,1203,1305
"11204","Borough Park",4,9,21,0,1,2
"11249","Northwest Brooklyn",4,9,21,0,26,24
"10275","Lower Manhattan",4,9,21,0,2,2
"11205","Northwest Brooklyn",4,9,21,0,40,42
"11206","Bushwick and Williamsburg",4,9,21,0,19,19
"10278","Lower Manhattan",4,9,21,0,4,6
"10031","Inwood and Washington Heights",4,9,21,0,67,61
"11207","East New York and New Lots",4,9,21,0,7,8
"10280","Lower Manhattan",4,9,21,0,60,58
"11208","East New York and New Lots",4,9,21,0,2,3
"11368","West Queens",4,9,21,0,15,15
"10459","Hunts Point and Mott Haven",4,9,21,0,4,5
"11418","Southwest Queens",4,9,21,0,2,2
"10310","Port Richmond",4,9,21,0,3,4
"11451","Jamaica",4,9,21,0,3,3
"11209","Southwest Brooklyn",4,9,21,0,3,4
"10001","Chelsea and Clinton",4,9,21,0,944,961
"11210","Flatbush",4,9,21,0,4,3
"11361","Northeast Queens",4,9,21,0,1,2
"10281","Lower Manhattan",4,9,21,0,42,34
"10032","Inwood and Washington Heights",4,9,21,0,52,57
"11429","Southeast Queens",4,9,21,0,2,3
"10282","Lower Manhattan",4,9,21,0,98,97
"11212","Central Brooklyn",4,9,21,0,2,3
"10017","Gramercy Park and Murray Hill",4,9,21,0,691,609
"10452","High Bridge and Morrisania",4,9,21,0,9,10
"11213","Central Brooklyn",4,9,21,0,7,9
"11366","Central Queens",4,9,21,0,1,2
"10033","Inwood and Washington Heights",4,9,21,0,29,28
"11214","Southwest Brooklyn",4,9,21,0,1,2
"10301","Stapleton and St. George",4,9,21,0,2,2
"11426","Southeast Queens",4,9,21,0,2,2
"10036","Chelsea and Clinton",4,9,21,0,685,704
"11215","Northwest Brooklyn",4,9,21,0,45,49
"10302","Port Richmond",4,9,21,0,3,3
"10018","Chelsea and Clinton",4,9,21,0,569,532
"11216","Central Brooklyn",4,9,21,0,19,21
"11217","Northwest Brooklyn",4,9,21,0,65,68
"11435","Jamaica",4,9,21,0,10,11
"10002","Lower East Side",4,9,21,0,251,270
"11218","Borough Park",4,9,21,0,7,8
"10034","Inwood and Washington Heights",4,9,21,0,27,25
"10021","Upper East Side",4,9,21,0,1006,960
"10303","Port Richmond",4,9,21,0,2,2
"11362","Northeast Queens",4,9,21,0,2,3
"10304","Stapleton and St. George",4,9,21,0,2,3
"11220","Sunset Park",4,9,21,0,2,3
"11228","Southwest Brooklyn",4,9,21,0,1,2
"11221","Bushwick and Williamsburg",4,9,21,0,14,14
"11378","West Queens",4,9,21,0,4,5
"11222","Greenpoint",4,9,21,0,47,57
"11211","Greenpoint",4,9,21,0,77,79
"10305","Stapleton and St. George",4,9,21,0,2,3
"10048","Lower Manhattan",4,9,21,0,8,9
"11417","Southwest Queens",4,9,21,0,2,2
"11224","Southern Brooklyn",4,9,21,0,2,4
"10035","East Harlem",4,9,21,0,233,221
"10306","South Shore",4,9,21,0,4,3
"11225","Flatbush",4,9,21,0,7,9
"11226","Flatbush",4,9,21,0,9,8
"10019","Chelsea and Clinton",4,9,21,0,1207,1280
"10307","South Shore",4,9,21,0,5,8
"11375","West Central Queens",4,9,21,0,35,36
"11411","Southeast Queens",4,9,21,0,1,3
"11433","Jamaica",4,9,21,0,2,2
"10308","South Shore",4,9,21,0,5,4
"11229","Southern Brooklyn",4,9,21,0,2,2
"11356","North Queens",4,9,21,0,2,2
"11230","Borough Park",4,9,21,0,4,4
"10309","South Shore",4,9,21,0,5,5
"11231","Northwest Brooklyn",4,9,21,0,67,70
"11232","Sunset Park",4,9,21,0,5,6
"11363","Northeast Queens",4,9,21,0,2,2
"11233","Central Brooklyn",4,9,21,0,7,8
"11416","Southwest Queens",4,9,21,0,1,2
"10036","Chelsea and Clinton",4,9,21,0,685,704
"10004","Lower Manhattan",4,9,21,0,75,87
"11377","West Queens",4,9,21,0,61,61
"11234","Canarsie and Flatlands",4,9,21,0,2,2
"11432","Jamaica",4,9,21,0,3,4
"11235","Southern Brooklyn",4,9,21,0,9,9
"10312","South Shore",4,9,21,0,4,9
"11373","West Queens",4,9,21,0,43,38
"10020","Chelsea and Clinton",4,9,21,0,9,9
"10314","Mid-Island",4,9,21,0,2,3
"10010","Gramercy Park and Murray Hill",4,9,21,0,615,653
"10023","Upper West Side",4,9,21,0,779,797
"10037","Central Harlem",4,9,21,0,257,228
"11238","Central Brooklyn",4,9,21,0,37,41
"10038","Lower Manhattan",4,9,21,0,175,180
"10451","High Bridge and Morrisania",4,9,21,0,24,22
"11251","Northwest Brooklyn",4,9,21,0,2,3
"11252","Flatbush",4,9,21,0,2,3
"11354","North Queens",4,9,21,0,7,8
"11385","West Central Queens",4,9,21,0,3,4
"10039","Central Harlem",4,9,21,0,12,11
"11355","North Queens",4,9,21,0,3,4
"10453","Central Bronx",4,9,21,0,7,8
"11357","North Queens",4,9,21,0,1,2
"11374","West Central Queens",4,9,21,0,6,7
"11434","Jamaica",4,9,21,0,2,3
"11358","North Queens",4,9,21,0,2,3
"11415","Southwest Queens",4,9,21,0,10,11
"11439","Jamaica",4,9,21,0,4,4
"10009","Lower East Side",4,9,21,0,343,380
"10454","Hunts Point and Mott Haven",4,9,21,0,8,8
"11359","North Queens",4,9,21,0,5,6
"11237","Bushwick and Williamsburg",4,9,21,0,13,14
"11364","Northeast Queens",4,9,21,0,2,2
"11371","La Guardia Airport",4,9,21,0,35,32
"10458","Bronx Park and Fordham",4,9,21,0,13,13
"11365","Central Queens",4,9,21,0,1,3
"11423","Jamaica",4,9,21,0,1,3
"11367","Central Queens",4,9,21,0,2,3
"11430","JFK Airport",4,9,21,0,843.146050191,826.283129188
"10455","Hunts Point and Mott Haven",4,9,21,0,9,10
"11412","Jamaica",4,9,21,0,1,3
"11369","West Queens",4,9,21,0,400,392
"10460","Central Bronx",4,9,21,0,5,7
"11421","Southwest Queens",4,9,21,0,2,2
"10461","Southeast Bronx",4,9,21,0,8,9
"10456","High Bridge and Morrisania",4,9,21,0,11,11
"10462","Southeast Bronx",4,9,21,0,9,9
"10065","Upper East Side",4,9,21,0,753,750
"11236","Canarsie and Flatlands",4,9,21,0,2,3
"10005","Lower Manhattan",4,9,21,0,143,141
"11414","Southwest Queens",4,9,21,0,2,2
"10463","Kingsbridge and Riverdale",4,9,21,0,9,10
"10024","Upper West Side",4,9,21,0,492,505
"10012","Greenwich Village and Soho",4,9,21,0,418,449
"11223","Southern Brooklyn",4,9,21,0,3,3
"10464","Southeast Bronx",4,9,21,0,2,2
"10069","Upper West Side",4,9,21,0,34,37
"10465","Southeast Bronx",4,9,21,0,1,2
"10466","Northeast Bronx",4,9,21,0,2,2
"10075","Upper East Side",4,9,21,0,330,340
"11370","West Queens",4,9,21,0,12,10
"11420","Southwest Queens",4,9,21,0,1,3
"10467","Bronx Park and Fordham",4,9,21,0,6,7
"10468","Bronx Park and Fordham",4,9,21,0,10,10
"10107","Chelsea and Clinton",4,9,21,0,2,3
"11422","Southeast Queens",4,9,21,0,2,2
"10112","Chelsea and Clinton",4,9,21,0,24,23
"10469","Northeast Bronx",4,9,21,0,1,2
"10011","Chelsea and Clinton",4,9,21,0,947,1044
"10470","Northeast Bronx",4,9,21,0,1,2
"10025","Upper West Side",4,9,21,0,554,527
"11372","West Queens",4,9,21,0,17,17
"10471","Kingsbridge and Riverdale",4,9,21,0,2,3
"10115","Upper West Side",4,9,21,0,2,3
"10003","Lower East Side",4,9,21,0,833,917
"10006","Lower Manhattan",4,9,21,0,52,47
"10472","Southeast Bronx",4,9,21,0,5,6
"10013","Greenwich Village and Soho",4,9,21,0,431,432
"10473","Southeast Bronx",4,9,21,0,2,3
"10026","Central Harlem",4,9,21,0,99,102
"10124","Chelsea and Clinton",4,9,21,0,5,6
"11360","North Queens",4,9,21,0,1,1
"10022","Gramercy Park and Murray Hill",4,9,21,0,868,789
"11413","Southeast Queens",4,9,21,0,1,2
"10474","Hunts Point and Mott Haven",4,9,21,0,2,3
"11427","Southeast Queens",4,9,21,0,1,2
"11436","Jamaica",4,9,21,0,3,4
"10044","Upper East Side",4,9,21,0,2,3
"10128","Upper East Side",4,9,21,0,642,652
"10475","Northeast Bronx",4,9,21,0,2,2
"11428","Southeast Queens",4,9,21,0,2,2
"11001","Southeast Queens",4,10,22,0,2,1
"10027","Central Harlem",4,10,22,0,156,147
"11003","Southeast Queens",4,10,22,0,2,1
"11436","Jamaica",4,10,22,0,3,2
"11385","West Central Queens",4,10,22,0,3,2
"11366","Central Queens",4,10,22,0,1,1
"11004","Southeast Queens",4,10,22,0,2,1
"10153","Upper East Side",4,10,22,0,13,12
"10154","Upper East Side",4,10,22,0,11,10
"10028","Upper East Side",4,10,22,0,647,621
"11005","Southeast Queens",4,10,22,0,3,2
"11371","La Guardia Airport",4,10,22,0,34,28
"11101","Northwest Queens",4,10,22,0,92,86
"10155","Upper East Side",4,10,22,0,29,27
"10014","Greenwich Village and Soho",4,10,22,0,426,426
"11102","Northwest Queens",4,10,22,0,36,39
"11435","Jamaica",4,10,22,0,9,9
"11103","Northwest Queens",4,10,22,0,45,41
"11104","Northwest Queens",4,10,22,0,27,24
"11411","Southeast Queens",4,10,22,0,2,2
"11426","Southeast Queens",4,10,22,0,1,1
"10029","East Harlem",4,10,22,0,225,224
"11105","Northwest Queens",4,10,22,0,16,17
"11210","Flatbush",4,10,22,0,5,2
"11361","Northeast Queens",4,10,22,0,2,1
"10168","Chelsea and Clinton",4,10,22,0,15,13
"11106","Northwest Queens",4,10,22,0,53,52
"11375","West Central Queens",4,10,22,0,35,35
"11433","Jamaica",4,10,22,0,2,1
"10456","High Bridge and Morrisania",4,10,22,0,10,9
"10203","Lower Manhattan",4,10,22,0,6,9
"11120","Northwest Queens",4,10,22,0,1,1
"11201","Northwest Brooklyn",4,10,22,0,186,173
"10030","Central Harlem",4,10,22,0,26,21
"11203","Flatbush",4,10,22,0,3,2
"11363","Northeast Queens",4,10,22,0,2,1
"10270","Lower Manhattan",4,10,22,0,12,12
"10458","Bronx Park and Fordham",4,10,22,0,12,11
"11204","Borough Park",4,10,22,0,1,1
"10016","Gramercy Park and Murray Hill",4,10,22,0,1109,1102
"11205","Northwest Brooklyn",4,10,22,0,38,38
"10048","Lower Manhattan",4,10,22,0,7,8
"10007","Lower Manhattan",4,10,22,0,173,172
"10275","Lower Manhattan",4,10,22,0,2,1
"11206","Bushwick and Williamsburg",4,10,22,0,19,18
"10031","Inwood and Washington Heights",4,10,22,0,50,47
"11207","East New York and New Lots",4,10,22,0,6,7
"11367","Central Queens",4,10,22,0,2,2
"10278","Lower Manhattan",4,10,22,0,3,4
"11415","Southwest Queens",4,10,22,0,9,9
"11429","Southeast Queens",4,10,22,0,2,1
"10010","Gramercy Park and Murray Hill",4,10,22,0,588,596
"10280","Lower Manhattan",4,10,22,0,45,40
"10005","Lower Manhattan",4,10,22,0,135,127
"11209","Southwest Brooklyn",4,10,22,0,3,3
"11451","Jamaica",4,10,22,0,2,1
"11374","West Central Queens",4,10,22,0,5,6
"10032","Inwood and Washington Heights",4,10,22,0,47,46
"11417","Southwest Queens",4,10,22,0,1,1
"10281","Lower Manhattan",4,10,22,0,38,28
"11211","Greenpoint",4,10,22,0,76,74
"11212","Central Brooklyn",4,10,22,0,2,1
"11213","Central Brooklyn",4,10,22,0,6,8
"10011","Chelsea and Clinton",4,10,22,0,850,854
"10033","Inwood and Washington Heights",4,10,22,0,25,23
"11214","Southwest Brooklyn",4,10,22,0,2,1
"10004","Lower Manhattan",4,10,22,0,82,88
"10301","Stapleton and St. George",4,10,22,0,2,1
"11215","Northwest Brooklyn",4,10,22,0,44,40
"10302","Port Richmond",4,10,22,0,3,2
"11216","Central Brooklyn",4,10,22,0,19,20
"11217","Northwest Brooklyn",4,10,22,0,66,64
"11422","Southeast Queens",4,10,22,0,1,2
"10022","Gramercy Park and Murray Hill",4,10,22,0,919,805
"11218","Borough Park",4,10,22,0,5,5
"10303","Port Richmond",4,10,22,0,1,1
"10018","Chelsea and Clinton",4,10,22,0,558,514
"10034","Inwood and Washington Heights",4,10,22,0,27,26
"11368","West Queens",4,10,22,0,14,14
"11219","Borough Park",4,10,22,0,2,1
"11220","Sunset Park",4,10,22,0,2,2
"10304","Stapleton and St. George",4,10,22,0,2,2
"11221","Bushwick and Williamsburg",4,10,22,0,11,12
"10009","Lower East Side",4,10,22,0,359,397
"10457","Central Bronx",4,10,22,0,9,8
"10305","Stapleton and St. George",4,10,22,0,2,1
"11239","Canarsie and Flatlands",4,10,22,0,2,3
"11223","Southern Brooklyn",4,10,22,0,2,2
"11378","West Queens",4,10,22,0,4,4
"10306","South Shore",4,10,22,0,3,1
"11416","Southwest Queens",4,10,22,0,1,1
"10035","East Harlem",4,10,22,0,228,226
"11224","Southern Brooklyn",4,10,22,0,3,3
"11225","Flatbush",4,10,22,0,6,8
"11423","Jamaica",4,10,22,0,1,2
"10307","South Shore",4,10,22,0,5,7
"11430","JFK Airport",4,10,22,0,934.146237486,975.884686395
"10308","South Shore",4,10,22,0,4,3
"11369","West Queens",4,10,22,0,470,491
"10017","Gramercy Park and Murray Hill",4,10,22,0,694,621
"10019","Chelsea and Clinton",4,10,22,0,1179,1247
"10040","Inwood and Washington Heights",4,10,22,0,16,13
"11230","Borough Park",4,10,22,0,4,3
"10309","South Shore",4,10,22,0,3,3
"11231","Northwest Brooklyn",4,10,22,0,50,53
"10036","Chelsea and Clinton",4,10,22,0,668,683
"11232","Sunset Park",4,10,22,0,4,5
"11373","West Queens",4,10,22,0,45,42
"11439","Jamaica",4,10,22,0,3,2
"10310","Port Richmond",4,10,22,0,3,3
"11233","Central Brooklyn",4,10,22,0,6,7
"11234","Canarsie and Flatlands",4,10,22,0,2,2
"11229","Southern Brooklyn",4,10,22,0,1,1
"10020","Chelsea and Clinton",4,10,22,0,14,13
"10314","Mid-Island",4,10,22,0,2,1
"10037","Central Harlem",4,10,22,0,263,235
"11365","Central Queens",4,10,22,0,1,2
"11237","Bushwick and Williamsburg",4,10,22,0,11,12
"11362","Northeast Queens",4,10,22,0,2,2
"11414","Southwest Queens",4,10,22,0,1,1
"11238","Central Brooklyn",4,10,22,0,34,34
"11377","West Queens",4,10,22,0,53,57
"11249","Northwest Brooklyn",4,10,22,0,22,19
"11432","Jamaica",4,10,22,0,3,4
"10451","High Bridge and Morrisania",4,10,22,0,22,19
"11372","West Queens",4,10,22,0,17,17
"10452","High Bridge and Morrisania",4,10,22,0,8,8
"10023","Upper West Side",4,10,22,0,774,799
"11370","West Queens",4,10,22,0,9,8
"11251","Northwest Brooklyn",4,10,22,0,2,2
"11354","North Queens",4,10,22,0,8,8
"10002","Lower East Side",4,10,22,0,241,250
"10453","Central Bronx",4,10,22,0,6,6
"11355","North Queens",4,10,22,0,3,3
"11228","Southwest Brooklyn",4,10,22,0,1,1
"10039","Central Harlem",4,10,22,0,10,9
"11356","North Queens",4,10,22,0,2,1
"11421","Southwest Queens",4,10,22,0,3,1
"11208","East New York and New Lots",4,10,22,0,1,2
"10021","Upper East Side",4,10,22,0,910,843
"11226","Flatbush",4,10,22,0,8,7
"11358","North Queens",4,10,22,0,2,2
"10455","Hunts Point and Mott Haven",4,10,22,0,8,9
"10282","Lower Manhattan",4,10,22,0,73,69
"11359","North Queens",4,10,22,0,4,5
"11235","Southern Brooklyn",4,10,22,0,6,7
"11420","Southwest Queens",4,10,22,0,1,2
"10454","Hunts Point and Mott Haven",4,10,22,0,7,7
"11364","Northeast Queens",4,10,22,0,2,1
"11252","Flatbush",4,10,22,0,2,1
"11360","North Queens",4,10,22,0,1,0
"11222","Greenpoint",4,10,22,0,41,43
"10459","Hunts Point and Mott Haven",4,10,22,0,4,4
"11428","Southeast Queens",4,10,22,0,2,1
"10461","Southeast Bronx",4,10,22,0,10,7
"10065","Upper East Side",4,10,22,0,720,710
"11379","West Central Queens",4,10,22,0,2,2
"11357","North Queens",4,10,22,0,1,1
"10462","Southeast Bronx",4,10,22,0,7,7
"10044","Upper East Side",4,10,22,0,2,2
"10460","Central Bronx",4,10,22,0,5,5
"10463","Kingsbridge and Riverdale",4,10,22,0,7,8
"10069","Upper West Side",4,10,22,0,34,37
"10024","Upper West Side",4,10,22,0,522,538
"10464","Southeast Bronx",4,10,22,0,2,1
"11412","Jamaica",4,10,22,0,1,2
"11418","Southwest Queens",4,10,22,0,1,1
"10465","Southeast Bronx",4,10,22,0,1,1
"11236","Canarsie and Flatlands",4,10,22,0,2,1
"10075","Upper East Side",4,10,22,0,323,327
"10012","Greenwich Village and Soho",4,10,22,0,423,431
"10466","Northeast Bronx",4,10,22,0,2,1
